x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.0025	999.933	0.17693	9.99531e+08	1.07052e+06	1000	0	1e+09	1.07059e+06
0.0075	999.875	0.331805	9.9912e+08	1.07046e+06	1000	0	1e+09	1.07059e+06
0.0125	999.805	0.517703	9.98627e+08	1.07039e+06	1000	0	1e+09	1.07059e+06
0.0175	999.692	0.816094	9.97836e+08	1.07028e+06	1000	0	1e+09	1.07059e+06
0.0225	999.529	1.24976	9.96686e+08	1.07012e+06	1000	0	1e+09	1.07059e+06
0.0275	999.294	1.87327	9.95035e+08	1.06988e+06	1000	0	1e+09	1.07059e+06
0.0325	998.966	2.74269	9.92734e+08	1.06956e+06	1000	0	1e+09	1.07059e+06
0.0375	998.521	3.92273	9.89614e+08	1.06911e+06	1000	0	1e+09	1.07059e+06
0.0425	997.933	5.47975	9.85503e+08	1.06853e+06	1000	0	1e+09	1.07059e+06
0.0475	997.179	7.47737	9.8024e+08	1.06779e+06	1000	0	1e+09	1.07059e+06
0.0525	996.237	9.97007	9.73686e+08	1.06686e+06	1000	0	1e+09	1.07059e+06
0.0575	995.093	12.9976	9.6575e+08	1.06574e+06	1000	0	1e+09	1.07059e+06
0.0625	993.737	16.5806	9.56389e+08	1.06443e+06	1000	0	1e+09	1.07059e+06
0.0675	992.17	20.7189	9.45621e+08	1.06292e+06	1000	0	1e+09	1.07059e+06
0.0725	990.398	25.3923	9.33516e+08	1.06122e+06	998.53	3.89886	9.89676e+08	1.06912e+06
0.0775	988.435	30.5636	9.20188e+08	1.05937e+06	995.584	11.6981	9.69146e+08	1.06622e+06
0.0825	986.298	36.1839	9.05784e+08	1.05737e+06	992.633	19.4973	9.4878e+08	1.06336e+06
0.0875	984.007	42.1981	8.90463e+08	1.05525e+06	989.675	27.2966	9.28576e+08	1.06053e+06
0.0925	981.584	48.5502	8.74384e+08	1.05304e+06	986.711	35.0958	9.08536e+08	1.05774e+06
0.0975	979.047	55.1881	8.57696e+08	1.05075e+06	983.741	42.8951	8.88657e+08	1.05499e+06
0.1025	976.414	62.0666	8.40526e+08	1.04841e+06	980.764	50.6943	8.6894e+08	1.05228e+06
0.1075	973.697	69.1504	8.22972e+08	1.04604e+06	977.781	58.4935	8.49384e+08	1.04961e+06
0.1125	970.904	76.4158	8.05106e+08	1.04363e+06	974.792	66.2928	8.29989e+08	1.04698e+06
0.1175	968.042	83.8449	7.86976e+08	1.04121e+06	971.796	74.092	8.10753e+08	1.04438e+06
0.1225	965.131	91.3753	7.68718e+08	1.03879e+06	968.794	81.8913	7.91678e+08	1.04183e+06
0.1275	962.199	98.9547	7.50513e+08	1.03639e+06	965.785	89.6905	7.72761e+08	1.03931e+06
0.1325	959.252	106.557	7.3241e+08	1.03402e+06	962.77	97.4898	7.54003e+08	1.03684e+06
0.1375	956.293	114.176	7.14418e+08	1.03169e+06	959.748	105.289	7.35403e+08	1.0344e+06
0.1425	953.322	121.807	6.96548e+08	1.02939e+06	956.72	113.088	7.16961e+08	1.03201e+06
0.1475	950.341	129.446	6.78807e+08	1.02713e+06	953.684	120.887	6.98676e+08	1.02965e+06
0.1525	947.351	137.093	6.61201e+08	1.0249e+06	950.642	128.687	6.80547e+08	1.02734e+06
0.1575	944.353	144.744	6.43733e+08	1.02271e+06	947.594	136.486	6.62575e+08	1.02507e+06
0.1625	941.347	152.398	6.26407e+08	1.02057e+06	944.538	144.285	6.44758e+08	1.02283e+06
0.1675	938.333	160.055	6.09225e+08	1.01846e+06	941.475	152.084	6.27097e+08	1.02064e+06
0.1725	935.311	167.713	5.92188e+08	1.01639e+06	938.405	159.884	6.0959e+08	1.0185e+06
0.1775	932.283	175.372	5.75297e+08	1.01437e+06	935.329	167.683	5.92237e+08	1.01639e+06
0.1825	929.247	183.032	5.58553e+08	1.01238e+06	932.245	175.482	5.75038e+08	1.01433e+06
0.1875	926.205	190.691	5.41956e+08	1.01044e+06	929.154	183.281	5.57992e+08	1.0123e+06
0.1925	923.155	198.35	5.25508e+08	1.00853e+06	926.056	191.081	5.41098e+08	1.01032e+06
0.1975	920.099	206.008	5.09207e+08	1.00667e+06	922.95	198.88	5.24357e+08	1.00839e+06
0.2025	917.036	213.665	4.93053e+08	1.00485e+06	919.837	206.679	5.07767e+08	1.0065e+06
0.2075	913.967	221.321	4.77048e+08	1.00308e+06	916.717	214.478	4.91328e+08	1.00465e+06
0.2125	910.89	228.976	4.6119e+08	1.00134e+06	913.589	222.278	4.7504e+08	1.00284e+06
0.2175	907.807	236.629	4.45479e+08	999655	910.454	230.077	4.58902e+08	1.00108e+06
0.2225	904.718	244.28	4.29916e+08	998009	907.311	237.876	4.42913e+08	999369
0.2275	901.622	251.929	4.14499e+08	996407	904.161	245.675	4.27073e+08	997699
0.2325	898.519	259.576	3.99229e+08	994849	901.003	253.475	4.11382e+08	996074
0.2375	895.41	267.221	3.84107e+08	993336	897.837	261.274	3.95839e+08	994494
0.2425	892.294	274.863	3.6913e+08	991868	894.663	269.073	3.80443e+08	992961
0.2475	889.172	282.501	3.54301e+08	990446	891.482	276.872	3.65194e+08	991474
0.2525	886.044	290.136	3.39618e+08	989069	888.292	284.672	3.50092e+08	990033
0.2575	882.909	297.768	3.25083e+08	987738	885.095	292.471	3.35136e+08	988640
0.2625	879.769	305.394	3.10694e+08	986453	881.889	300.27	3.20325e+08	987294
0.2675	876.623	313.016	2.96453e+08	985216	878.675	308.069	3.05658e+08	985996
0.2725	873.471	320.632	2.8236e+08	984025	875.453	315.869	2.91136e+08	984746
0.2775	870.314	328.241	2.68415e+08	982882	872.222	323.668	2.76758e+08	983545
0.2825	867.152	335.843	2.54621e+08	981787	868.984	331.467	2.62523e+08	982393
0.2875	863.986	343.436	2.40977e+08	980741	865.736	339.266	2.48431e+08	981290
0.2925	860.816	351.019	2.27486e+08	979743	862.48	347.065	2.34481e+08	980238
0.2975	857.642	358.59	2.1415e+08	978795	859.216	354.865	2.20673e+08	979235
0.3025	854.467	366.147	2.00971e+08	977896	855.943	362.664	2.07005e+08	978283
0.3075	851.29	373.686	1.87954e+08	977047	852.661	370.463	1.93479e+08	977383
0.3125	848.115	381.203	1.75104e+08	976250	849.37	378.262	1.80092e+08	976534
0.3175	844.942	388.694	1.62429e+08	975504	846.07	386.062	1.66845e+08	975738
0.3225	841.775	396.151	1.49939e+08	974809	842.761	393.861	1.53737e+08	974994
0.3275	838.619	403.564	1.37646e+08	974167	839.443	401.66	1.40767e+08	974304
0.3325	835.478	410.92	1.25572e+08	973578	836.116	409.459	1.27935e+08	973667
0.3375	832.362	418.2	1.13743e+08	973043	832.779	417.259	1.1524e+08	973085
0.3425	829.282	425.377	1.02198e+08	972563	829.434	425.058	1.02683e+08	972557
0.3475	826.253	432.417	9.09854e+07	972137	826.078	432.857	9.0261e+07	972085
0.3525	823.295	439.273	8.0172e+07	971766	822.713	440.656	7.79751e+07	971668
0.3575	820.435	445.887	6.98393e+07	971450	819.339	448.456	6.58243e+07	971308
0.3625	817.703	452.189	6.00856e+07	971188	815.955	456.255	5.3808e+07	971006
0.3675	815.136	458.096	5.10219e+07	970976	812.56	464.054	4.19258e+07	970761
0.3725	812.773	463.522	4.2765e+07	970810	809.156	471.853	3.0177e+07	970574
0.3775	810.653	468.381	3.54255e+07	970686	805.742	479.653	1.85611e+07	970447
0.3825	808.808	472.601	2.90928e+07	970598	804.445	482.61	1.41905e+07	970414
0.3875	807.261	476.135	2.38194e+07	970537	804.445	482.61	1.41905e+07	970414
0.3925	806.018	478.971	1.96076e+07	970497	804.445	482.61	1.41905e+07	970414
0.3975	805.067	481.136	1.64039e+07	970472	804.445	482.61	1.41905e+07	970414
0.4025	804.382	482.696	1.41032e+07	970457	804.445	482.61	1.41905e+07	970414
0.4075	803.922	483.742	1.25617e+07	970449	804.445	482.61	1.41905e+07	970414
0.4125	803.639	484.385	1.16165e+07	970445	804.445	482.61	1.41905e+07	970414
0.4175	803.485	484.733	1.1105e+07	970443	804.445	482.61	1.41905e+07	970414
0.4225	803.417	484.887	1.08799e+07	970443	804.445	482.61	1.41905e+07	970414
0.4275	803.398	484.929	1.08181e+07	970444	804.445	482.61	1.41905e+07	970414
0.4325	803.4	484.922	1.08299e+07	970445	804.445	482.61	1.41905e+07	970414
0.4375	803.438	484.834	1.09584e+07	970447	804.445	482.61	1.41905e+07	970414
0.4425	803.528	484.626	1.12654e+07	970450	804.445	482.61	1.41905e+07	970414
0.4475	803.631	484.388	1.16153e+07	970453	804.445	482.61	1.41905e+07	970414
0.4525	803.71	484.208	1.18808e+07	970456	804.445	482.61	1.41905e+07	970414
0.4575	803.77	484.067	1.20888e+07	970459	804.445	482.61	1.41905e+07	970414
0.4625	803.82	483.951	1.22591e+07	970461	804.445	482.61	1.41905e+07	970414
0.4675	803.862	483.854	1.24036e+07	970464	804.445	482.61	1.41905e+07	970414
0.4725	803.898	483.769	1.25292e+07	970466	804.445	482.61	1.41905e+07	970414
0.4775	803.929	483.694	1.264e+07	970469	804.445	482.61	1.41905e+07	970414
0.4825	803.957	483.627	1.27391e+07	970471	804.445	482.61	1.41905e+07	970414
0.4875	803.982	483.567	1.28286e+07	970474	804.445	482.61	1.41905e+07	970414
0.4925	804.005	483.511	1.29103e+07	970476	804.445	482.61	1.41905e+07	970414
0.4975	804.026	483.461	1.29855e+07	970479	804.445	482.61	1.41905e+07	970414
0.5025	804.044	483.414	1.30549e+07	970482	804.445	482.61	1.41905e+07	970414
0.5075	804.062	483.371	1.31188e+07	970484	804.445	482.61	1.41905e+07	970414
0.5125	804.077	483.332	1.31775e+07	970487	804.445	482.61	1.41905e+07	970414
0.5175	804.091	483.296	1.32312e+07	970490	804.445	482.61	1.41905e+07	970414
0.5225	804.103	483.263	1.32805e+07	970493	804.445	482.61	1.41905e+07	970414
0.5275	804.115	483.232	1.33262e+07	970496	804.445	482.61	1.41905e+07	970414
0.5325	804.125	483.204	1.33687e+07	970499	804.445	482.61	1.41905e+07	970414
0.5375	804.134	483.177	1.34086e+07	970503	804.445	482.61	1.41905e+07	970414
0.5425	804.142	483.152	1.3446e+07	970506	804.445	482.61	1.41905e+07	970414
0.5475	804.15	483.129	1.34809e+07	970510	804.445	482.61	1.41905e+07	970414
0.5525	804.157	483.108	1.35133e+07	970514	804.445	482.61	1.41905e+07	970414
0.5575	804.162	483.088	1.35434e+07	970518	804.445	482.61	1.41905e+07	970414
0.5625	804.167	483.069	1.35713e+07	970522	804.445	482.61	1.41905e+07	970414
0.5675	804.171	483.052	1.35975e+07	970527	804.445	482.61	1.41905e+07	970414
0.5725	804.175	483.036	1.36224e+07	970532	804.445	482.61	1.41905e+07	970414
0.5775	804.178	483.02	1.36462e+07	970537	804.445	482.61	1.41905e+07	970414
0.5825	804.18	483.005	1.36688e+07	970542	804.445	482.61	1.41905e+07	970414
0.5875	804.182	482.991	1.36903e+07	970548	804.445	482.61	1.41905e+07	970414
0.5925	804.184	482.978	1.37106e+07	970554	804.445	482.61	1.41905e+07	970414
0.5975	804.184	482.966	1.37297e+07	970560	804.445	482.61	1.41905e+07	970414
0.6025	804.184	482.955	1.37478e+07	970567	804.445	482.61	1.41905e+07	970414
0.6075	804.183	482.944	1.37649e+07	970574	804.445	482.61	1.41905e+07	970414
0.6125	804.181	482.933	1.37813e+07	970582	804.445	482.61	1.41905e+07	970414
0.6175	804.179	482.923	1.37972e+07	970590	804.445	482.61	1.41905e+07	970414
0.6225	804.176	482.913	1.38122e+07	970599	804.445	482.61	1.41905e+07	970414
0.6275	804.173	482.905	1.38261e+07	970609	804.445	482.61	1.41905e+07	970414
0.6325	804.168	482.897	1.38389e+07	970619	804.445	482.61	1.41905e+07	970414
0.6375	804.162	482.889	1.38509e+07	970631	804.445	482.61	1.41905e+07	970414
0.6425	804.156	482.882	1.38625e+07	970643	804.445	482.61	1.41905e+07	970414
0.6475	804.148	482.875	1.38747e+07	970656	804.445	482.61	1.41905e+07	970414
0.6525	804.14	482.866	1.38881e+07	970670	804.445	482.61	1.41905e+07	970414
0.6575	804.132	482.858	1.39017e+07	970686	804.445	482.61	1.41905e+07	970414
0.6625	804.121	482.85	1.39149e+07	970703	804.445	482.61	1.41905e+07	970414
0.6675	804.11	482.842	1.39281e+07	970722	804.445	482.61	1.41905e+07	970414
0.6725	804.097	482.833	1.39425e+07	970743	804.445	482.61	1.41905e+07	970414
0.6775	804.083	482.824	1.3957e+07	970765	804.445	482.61	1.41905e+07	970414
0.6825	804.066	482.816	1.39696e+07	970791	804.445	482.61	1.41905e+07	970414
0.6875	804.046	482.81	1.39807e+07	970819	804.445	482.61	1.41905e+07	970414
0.6925	804.023	482.803	1.39925e+07	970850	804.445	482.61	1.41905e+07	970414
0.6975	803.998	482.795	1.40056e+07	970885	804.445	482.61	1.41905e+07	970414
0.7025	803.969	482.788	1.40178e+07	970925	804.445	482.61	1.41905e+07	970414
0.7075	803.935	482.782	1.40277e+07	970970	804.445	482.61	1.41905e+07	970414
0.7125	803.895	482.777	1.4036e+07	971021	804.445	482.61	1.41905e+07	970414
0.7175	803.849	482.774	1.40425e+07	971079	804.445	482.61	1.41905e+07	970414
0.7225	803.794	482.772	1.40467e+07	971146	804.445	482.61	1.41905e+07	970414
0.7275	803.731	482.771	1.40503e+07	971224	804.445	482.61	1.41905e+07	970414
0.7325	803.656	482.77	1.40546e+07	971316	804.445	482.61	1.41905e+07	970414
0.7375	803.568	482.768	1.40592e+07	971424	804.445	482.61	1.41905e+07	970414
0.7425	803.462	482.767	1.40629e+07	971554	804.445	482.61	1.41905e+07	970414
0.7475	803.332	482.766	1.40662e+07	971712	804.445	482.61	1.41905e+07	970414
0.7525	803.169	482.764	1.40701e+07	971911	804.445	482.61	1.41905e+07	970414
0.7575	802.957	482.763	1.40744e+07	972169	804.445	482.61	1.41905e+07	970414
0.7625	802.667	482.761	1.40784e+07	972523	804.445	482.61	1.41905e+07	970414
0.7675	802.244	482.76	1.4082e+07	973036	804.445	482.61	1.41905e+07	970414
0.7725	801.597	482.759	1.40859e+07	973823	804.445	482.61	1.41905e+07	970414
0.7775	800.578	482.758	1.40901e+07	975064	804.445	482.61	1.41905e+07	970414
0.7825	798.967	482.757	1.40946e+07	977032	804.445	482.61	1.41905e+07	970414
0.7875	796.484	482.755	1.40992e+07	980079	804.445	482.61	1.41905e+07	970414
0.7925	792.849	482.755	1.41027e+07	984574	804.445	482.61	1.41905e+07	970414
0.7975	788.822	482.753	1.41076e+07	989602	804.445	482.61	1.41905e+07	970414
0.8025	786.869	482.751	1.41128e+07	992061	804.445	482.61	1.41905e+07	970414
0.8075	786.465	482.75	1.41188e+07	992572	804.445	482.61	1.41905e+07	970414
0.8125	786.46	482.748	1.4121e+07	992579	804.445	482.61	1.41905e+07	970414
0.8175	257.852	482.748	1.4121e+07	136910	288.168	482.61	1.41905e+07	123109
0.8225	257.778	482.67	1.41154e+07	136895	288.168	482.61	1.41905e+07	123109
0.8275	259.182	482.395	1.41044e+07	136048	288.168	482.61	1.41905e+07	123109
0.8325	262.121	480.476	1.40179e+07	133697	288.168	482.61	1.41905e+07	123109
0.8375	263.534	476.787	1.37107e+07	130066	288.168	482.61	1.41905e+07	123109
0.8425	258.553	462.919	1.27285e+07	123075	50	0	100000	5000
0.8475	220.291	409.583	9.51911e+06	108029	50	0	100000	5000
0.8525	116.087	228.363	3.01508e+06	64931.6	50	0	100000	5000
0.8575	58.7396	31.9286	268787	11439.8	50	0	100000	5000
0.8625	50.4245	0.612825	101547	5034.59	50	0	100000	5000
0.8675	50.0047	0.00494	100013	5000.19	50	0	100000	5000
0.8725	50	4.00574e-05	100000	5000	50	0	100000	5000
0.8775	50	3.23134e-07	100000	5000	50	0	100000	5000
0.8825	50	2.60431e-09	100000	5000	50	0	100000	5000
0.8875	50	2.10122e-11	100000	5000	50	0	100000	5000
0.8925	50	1.69192e-13	100000	5000	50	0	100000	5000
0.8975	50	1.20014e-15	100000	5000	50	0	100000	5000
0.9025	50	0	100000	5000	50	0	100000	5000
0.9075	50	0	100000	5000	50	0	100000	5000
0.9125	50	0	100000	5000	50	0	100000	5000
0.9175	50	0	100000	5000	50	0	100000	5000
0.9225	50	0	100000	5000	50	0	100000	5000
0.9275	50	0	100000	5000	50	0	100000	5000
0.9325	50	0	100000	5000	50	0	100000	5000
0.9375	50	0	100000	5000	50	0	100000	5000
0.9425	50	0	100000	5000	50	0	100000	5000
0.9475	50	0	100000	5000	50	0	100000	5000
0.9525	50	0	100000	5000	50	0	100000	5000
0.9575	50	0	100000	5000	50	0	100000	5000
0.9625	50	0	100000	5000	50	0	100000	5000
0.9675	50	0	100000	5000	50	0	100000	5000
0.9725	50	0	100000	5000	50	0	100000	5000
0.9775	50	0	100000	5000	50	0	100000	5000
0.9825	50	0	100000	5000	50	0	100000	5000
0.9875	50	0	100000	5000	50	0	100000	5000
0.9925	50	0	100000	5000	50	0	100000	5000
0.9975	50	0	100000	5000	50	0	100000	5000
