x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.005	0.997845	0.0807384	996.984	2497.84	1	0	1000	2500
0.015	0.995402	0.172304	993.57	2495.4	1	0	1000	2500
0.025	0.991657	0.313135	988.341	2491.64	1	0	1000	2500
0.035	0.985999	0.526663	980.457	2485.95	1	0	1000	2500
0.045	0.978201	0.822498	969.622	2478.07	1	0	1000	2500
0.055	0.968238	1.20316	955.83	2467.96	0.9926	0.2777	989.656	2492.58
0.065	0.956291	1.66383	939.364	2455.75	0.974287	0.972145	964.188	2474.09
0.075	0.942648	2.19551	920.663	2441.69	0.956245	1.66659	939.284	2455.66
0.085	0.927596	2.78935	900.155	2426.04	0.938471	2.36103	914.933	2437.3
0.095	0.911289	3.44144	878.088	2408.92	0.920963	3.05548	891.126	2419.01
0.105	0.894615	4.11885	855.676	2391.19	0.903717	3.74992	867.852	2400.78
0.115	0.878699	4.77473	834.432	2374.06	0.88673	4.44437	845.1	2382.63
0.125	0.863688	5.4019	814.548	2357.76	0.87	5.13881	822.862	2364.55
0.135	0.849641	5.99645	796.07	2342.37	0.853523	5.83326	801.127	2346.53
0.145	0.836569	6.55732	778.973	2327.88	0.837297	6.5277	779.886	2328.58
0.155	0.824368	7.08702	763.112	2314.23	0.821318	7.22214	759.13	2310.71
0.165	0.812848	7.59268	748.231	2301.26	0.805585	7.91659	738.849	2292.9
0.175	0.801764	8.08479	733.989	2288.67	0.790093	8.61103	719.034	2275.16
0.185	0.790854	8.5745	720.048	2276.17	0.774841	9.30548	699.677	2257.49
0.195	0.779933	9.07032	706.168	2263.55	0.759825	9.99992	680.768	2239.88
0.205	0.768933	9.57505	692.266	2250.74	0.745043	10.6944	662.298	2222.35
0.215	0.757971	10.084	678.492	2237.86	0.730492	11.3888	644.26	2204.89
0.225	0.747248	10.5876	665.095	2225.15	0.716169	12.0833	626.645	2187.49
0.235	0.736992	11.0747	652.353	2212.89	0.702071	12.7777	609.444	2170.16
