x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.005	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.015	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.025	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.035	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.045	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.055	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.065	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.075	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.085	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.095	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.105	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.115	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.125	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.135	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.145	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.155	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.165	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.175	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.185	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.195	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.205	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.215	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.225	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.235	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.245	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.255	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.265	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.275	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.285	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.295	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.305	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.315	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.325	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.335	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.345	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.355	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.365	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.375	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.385	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.395	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.405	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.415	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.425	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.435	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.445	5.99924	19.5975	460.894	192.064	5.99924	19.5975	460.894	192.063
0.455	5.99925	19.5975	460.895	192.064	5.99924	19.5975	460.894	192.063
0.465	5.9992	19.5975	460.895	192.065	5.99924	19.5975	460.894	192.063
0.475	5.99707	19.6014	460.652	192.032	5.99924	19.5975	460.894	192.063
0.485	5.99239	19.6139	459.878	191.859	5.99924	19.5975	460.894	192.063
0.495	6.02066	19.6146	459.852	190.947	5.99924	19.5975	460.894	192.063
0.505	6.79821	18.1677	555.465	204.269	5.99924	19.5975	460.894	192.063
0.515	9.70204	13.3816	988.992	254.841	5.99924	19.5975	460.894	192.063
0.525	12.7044	10.1333	1441.3	283.622	5.99924	19.5975	460.894	192.063
0.535	13.8341	9.09436	1618.93	292.562	14.2834	8.68855	1691.86	296.124
0.545	14.1607	8.7967	1671.84	295.155	14.2834	8.68855	1691.86	296.124
0.555	14.2474	8.72008	1685.47	295.75	14.2834	8.68855	1691.86	296.124
0.565	14.2718	8.70063	1688.75	295.818	14.2834	8.68855	1691.86	296.124
0.575	14.28	8.69515	1689.55	295.789	14.2834	8.68855	1691.86	296.124
0.585	14.2831	8.69307	1689.86	295.779	14.2834	8.68855	1691.86	296.124
0.595	14.2844	8.69203	1690.18	295.809	14.2834	8.68855	1691.86	296.124
0.605	14.2855	8.69206	1690.63	295.865	14.2834	8.68855	1691.86	296.124
0.615	14.2876	8.69311	1691.16	295.914	14.2834	8.68855	1691.86	296.124
0.625	14.2911	8.69445	1691.7	295.935	14.2834	8.68855	1691.86	296.124
0.635	14.2947	8.69529	1692.09	295.929	14.2834	8.68855	1691.86	296.124
0.645	14.2972	8.69521	1692.27	295.91	14.2834	8.68855	1691.86	296.124
0.655	14.2984	8.69445	1692.3	295.891	14.2834	8.68855	1691.86	296.124
0.665	14.2986	8.69347	1692.27	295.88	14.2834	8.68855	1691.86	296.124
0.675	14.2986	8.69249	1692.25	295.877	14.2834	8.68855	1691.86	296.124
0.685	14.2985	8.6915	1692.25	295.879	14.2834	8.68855	1691.86	296.124
0.695	14.298	8.69061	1692.26	295.891	14.2834	8.68855	1691.86	296.124
0.705	14.2963	8.68993	1692.24	295.922	14.2834	8.68855	1691.86	296.124
0.715	14.2916	8.68947	1692.21	296.015	14.2834	8.68855	1691.86	296.124
0.725	14.2783	8.68917	1692.19	296.286	14.2834	8.68855	1691.86	296.124
0.735	14.2532	8.68902	1692.18	296.807	14.2834	8.68855	1691.86	296.124
0.745	14.2233	8.68897	1692.2	297.433	14.2834	8.68855	1691.86	296.124
0.755	14.1977	8.68896	1692.24	297.977	14.2834	8.68855	1691.86	296.124
0.765	14.1795	8.68887	1692.27	298.367	14.2834	8.68855	1691.86	296.124
0.775	14.1684	8.68858	1692.28	298.602	14.2834	8.68855	1691.86	296.124
0.785	14.1634	8.68809	1692.25	298.701	14.2834	8.68855	1691.86	296.124
0.795	14.1626	8.68777	1692.24	298.718	14.2834	8.68855	1691.86	296.124
0.805	14.1626	8.68772	1692.25	298.718	31.0524	8.68855	1691.86	136.21
0.815	29.8261	8.68742	1692.18	141.837	31.0524	8.68855	1691.86	136.21
0.825	29.8344	8.68698	1692.08	141.789	31.0524	8.68855	1691.86	136.21
0.835	29.8989	8.68661	1692	141.477	31.0524	8.68855	1691.86	136.21
0.845	30.0717	8.68662	1692.02	140.665	31.0524	8.68855	1691.86	136.21
0.855	30.2992	8.68744	1692.21	139.625	31.0524	8.68855	1691.86	136.21
0.865	30.4968	8.68891	1692.57	138.75	31.0524	8.68855	1691.86	136.21
0.875	30.6498	8.69044	1692.95	138.088	31.0524	8.68855	1691.86	136.21
0.885	30.7591	8.69075	1693.02	137.603	31.0524	8.68855	1691.86	136.21
0.895	30.8239	8.68812	1692.24	137.251	31.0524	8.68855	1691.86	136.21
0.905	30.8497	8.68145	1690.49	136.994	31.0524	8.68855	1691.86	136.21
0.915	30.8448	8.66743	1687.02	136.734	31.0524	8.68855	1691.86	136.21
0.925	30.682	8.61976	1672.39	136.269	31.0524	8.68855	1691.86	136.21
0.935	29.133	8.22188	1563.2	134.143	5.9942	-6.19633	46.095	19.2248
0.945	21.8172	6.11243	1075.72	123.266	5.9942	-6.19633	46.095	19.2248
0.955	10.7075	-0.772286	293.81	68.5991	5.9942	-6.19633	46.095	19.2248
0.965	6.35596	-6.17617	38.5038	15.1448	5.9942	-6.19633	46.095	19.2248
0.975	5.96893	-6.2779	43.7109	18.3077	5.9942	-6.19633	46.095	19.2248
0.985	5.9866	-6.20075	46.0356	19.2245	5.9942	-6.19633	46.095	19.2248
0.995	5.99403	-6.19192	46.2258	19.2799	5.9942	-6.19633	46.095	19.2248
