x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.005	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.015	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.025	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.035	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.045	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.055	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.065	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.075	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.085	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.095	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.105	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.115	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.125	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.135	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.145	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.155	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.165	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.175	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.185	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.195	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.205	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.215	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.225	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.235	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.245	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.255	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.265	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.275	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.285	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.295	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.305	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.315	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.325	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.335	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.345	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.355	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.365	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.375	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.385	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.395	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.405	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.415	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.425	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.435	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.445	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.455	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.465	5.99924	19.5975	460.894	192.063	5.99924	19.5975	460.894	192.063
0.475	5.99924	19.5975	460.894	192.064	5.99924	19.5975	460.894	192.063
0.485	5.99924	19.5975	460.894	192.064	5.99924	19.5975	460.894	192.063
0.495	5.99923	19.5975	460.894	192.064	5.99924	19.5975	460.894	192.063
0.505	5.9988	19.598	460.86	192.064	5.99924	19.5975	460.894	192.063
0.515	5.99651	19.6027	460.573	192.017	5.99924	19.5975	460.894	192.063
0.525	5.99614	19.615	459.814	191.713	5.99924	19.5975	460.894	192.063
0.535	6.10172	19.4971	467.09	191.376	14.2834	8.68855	1691.86	296.124
0.545	7.9971	15.9409	730.941	228.502	14.2834	8.68855	1691.86	296.124
0.555	11.463	11.3863	1249.45	272.498	14.2834	8.68855	1691.86	296.124
0.565	13.4361	9.47333	1553.6	289.071	14.2834	8.68855	1691.86	296.124
0.575	14.0594	8.90326	1653.93	294.098	14.2834	8.68855	1691.86	296.124
0.585	14.2233	8.75244	1681.1	295.483	14.2834	8.68855	1691.86	296.124
0.595	14.2633	8.71456	1687.85	295.837	14.2834	8.68855	1691.86	296.124
0.605	14.2733	8.70459	1689.51	295.921	14.2834	8.68855	1691.86	296.124
0.615	14.2764	8.70136	1689.95	295.933	14.2834	8.68855	1691.86	296.124
0.625	14.2786	8.70003	1690.05	295.907	14.2834	8.68855	1691.86	296.124
0.635	14.2817	8.69937	1690.07	295.846	14.2834	8.68855	1691.86	296.124
0.645	14.2861	8.69889	1690.12	295.761	14.2834	8.68855	1691.86	296.124
0.655	14.2911	8.69862	1690.2	295.674	14.2834	8.68855	1691.86	296.124
0.665	14.2954	8.69855	1690.32	295.605	14.2834	8.68855	1691.86	296.124
0.675	14.2991	8.69853	1690.43	295.549	14.2834	8.68855	1691.86	296.124
0.685	14.3027	8.6983	1690.51	295.489	14.2834	8.68855	1691.86	296.124
0.695	14.3072	8.69769	1690.53	295.398	14.2834	8.68855	1691.86	296.124
0.705	14.3149	8.69666	1690.46	295.227	14.2834	8.68855	1691.86	296.124
0.715	14.3292	8.69539	1690.35	294.913	14.2834	8.68855	1691.86	296.124
0.725	14.3531	8.69413	1690.23	294.403	14.2834	8.68855	1691.86	296.124
0.735	14.3871	8.69315	1690.15	293.691	14.2834	8.68855	1691.86	296.124
0.745	14.4277	8.6927	1690.15	292.866	14.2834	8.68855	1691.86	296.124
0.755	14.4672	8.693	1690.29	292.09	14.2834	8.68855	1691.86	296.124
0.765	14.4998	8.69409	1690.57	291.483	14.2834	8.68855	1691.86	296.124
0.775	14.5236	8.69572	1690.96	291.07	14.2834	8.68855	1691.86	296.124
0.785	14.5388	8.69735	1691.35	290.835	14.2834	8.68855	1691.86	296.124
0.795	14.5461	8.69851	1691.65	290.739	14.2834	8.68855	1691.86	296.124
0.805	14.5482	8.69888	1691.81	290.727	31.0524	8.68855	1691.86	136.21
0.815	14.5485	8.69876	1691.89	290.731	31.0524	8.68855	1691.86	136.21
0.825	31.2127	8.69833	1691.89	135.513	31.0524	8.68855	1691.86	136.21
0.835	31.2103	8.6978	1691.89	135.523	31.0524	8.68855	1691.86	136.21
0.845	31.1943	8.69729	1691.92	135.595	31.0524	8.68855	1691.86	136.21
0.855	31.1485	8.69687	1691.97	135.799	31.0524	8.68855	1691.86	136.21
0.865	31.0867	8.69669	1692.04	136.075	31.0524	8.68855	1691.86	136.21
0.875	31.0382	8.69674	1692.17	136.297	31.0524	8.68855	1691.86	136.21
0.885	31.0071	8.69709	1692.37	136.45	31.0524	8.68855	1691.86	136.21
0.895	30.9907	8.69785	1692.69	136.548	31.0524	8.68855	1691.86	136.21
0.905	30.9837	8.69867	1693.01	136.605	31.0524	8.68855	1691.86	136.21
0.915	30.975	8.69796	1692.69	136.618	31.0524	8.68855	1691.86	136.21
0.925	30.9385	8.68426	1689.7	136.537	31.0524	8.68855	1691.86	136.21
0.935	30.6692	8.61625	1669.92	136.124	5.9942	-6.19633	46.095	19.2248
0.945	28.1131	8.01212	1499.49	133.345	5.9942	-6.19633	46.095	19.2248
0.955	19.0816	4.95086	884.707	115.911	5.9942	-6.19633	46.095	19.2248
0.965	8.80146	-3.0078	159.992	45.4447	5.9942	-6.19633	46.095	19.2248
0.975	6.08899	-6.37404	37.2916	15.3111	5.9942	-6.19633	46.095	19.2248
0.985	5.96768	-6.24718	44.7884	18.7629	5.9942	-6.19633	46.095	19.2248
0.995	5.9786	-6.21249	45.7567	19.1335	5.9942	-6.19633	46.095	19.2248
