x	rho	u	p	e
0.0025	1.33327	111.796	149995	281254
0.0075	1.33327	111.796	149995	281254
0.0125	1.33327	111.796	149995	281254
0.0175	1.33327	111.796	149995	281254
0.0225	1.33327	111.796	149995	281254
0.0275	1.33327	111.796	149995	281254
0.0325	1.33327	111.796	149995	281254
0.0375	1.33327	111.796	149995	281254
0.0425	1.33327	111.796	149995	281254
0.0475	1.33327	111.796	149995	281254
0.0525	1.33327	111.796	149995	281254
0.0575	1.33327	111.796	149995	281254
0.0625	1.33327	111.795	149995	281255
0.0675	1.33327	111.795	149995	281255
0.0725	1.33327	111.795	149995	281255
0.0775	1.33327	111.795	149995	281255
0.0825	1.33327	111.795	149995	281255
0.0875	1.33327	111.795	149995	281255
0.0925	1.33327	111.795	149995	281255
0.0975	1.33327	111.795	149995	281255
0.1025	1.33327	111.795	149995	281255
0.1075	1.33327	111.795	149995	281255
0.1125	1.33327	111.795	149995	281255
0.1175	1.33327	111.795	149995	281255
0.1225	1.33327	111.795	149995	281255
0.1275	1.33327	111.795	149995	281255
0.1325	1.33327	111.795	149995	281255
0.1375	1.33327	111.795	149996	281255
0.1425	1.33327	111.795	149996	281255
0.1475	1.33327	111.795	149995	281255
0.1525	1.33326	111.796	149995	281255
0.1575	1.33324	111.8	149993	281255
0.1625	1.33319	111.811	149987	281255
0.1675	1.33308	111.836	149974	281254
0.1725	1.33284	111.889	149946	281251
0.1775	1.33239	111.991	149892	281247
0.1825	1.33158	112.173	149796	281238
0.1875	1.33018	112.491	149628	281217
0.1925	1.32789	113.028	149344	281168
0.1975	1.32445	113.882	148895	281051
0.2025	1.31965	115.161	148224	280801
0.2075	1.31327	116.984	147273	280355
0.2125	1.30507	119.432	146004	279685
0.2175	1.29487	122.554	144398	278789
0.2225	1.28259	126.374	142455	277670
0.2275	1.2683	130.88	140191	276336
0.2325	1.25393	135.489	137909	274953
0.2375	1.24074	139.773	135813	273653
0.2425	1.22871	143.697	133918	272477
0.2475	1.21794	147.209	132240	271443
0.2525	1.20857	150.257	130798	270565
0.2575	1.20076	152.803	129604	269837
0.2625	1.19454	154.836	128656	269260
0.2675	1.18984	156.377	127942	268822
0.2725	1.1865	157.478	127434	268508
0.2775	1.18426	158.218	127093	268296
0.2825	1.18286	158.683	126878	268160
0.2875	1.18204	158.957	126752	268079
0.2925	1.18159	159.108	126683	268034
0.2975	1.18138	159.185	126647	268008
0.3025	1.18127	159.223	126631	267998
0.3075	1.18124	159.239	126624	267988
0.3125	1.18123	159.243	126622	267987
0.3175	1.18124	159.242	126622	267985
0.3225	1.18129	159.23	126628	267986
0.3275	1.18144	159.182	126649	267997
0.3325	1.18188	159.038	126715	268036
0.3375	1.18315	158.625	126904	268150
0.3425	1.18657	157.504	127419	268459
0.3475	1.19522	154.683	128721	269242
0.3525	1.21484	148.323	131696	271016
0.3575	1.2492	137.387	136954	274084
0.3625	1.27676	128.852	141195	276471
0.3675	1.29177	124.239	143528	277773
0.3725	1.29893	122.059	144642	278386
0.3775	1.302	121.122	145123	278655
0.3825	1.30323	120.75	145314	278759
0.3875	1.30367	120.613	145384	278799
0.3925	1.30383	120.566	145408	278810
0.3975	1.30388	120.551	145416	278815
0.4025	1.30389	120.547	145419	278818
0.4075	1.30388	120.544	145420	278821
0.4125	1.30388	120.542	145421	278822
0.4175	1.30388	120.541	145421	278824
0.4225	1.30389	120.537	145423	278827
0.4275	1.30391	120.525	145429	278833
0.4325	1.30403	120.484	145451	278848
0.4375	1.30446	120.349	145520	278889
0.4425	1.30574	119.955	145723	279003
0.4475	1.30901	118.96	146236	279287
0.4525	1.31578	116.91	147300	279872
0.4575	1.32228	114.942	148329	280442
0.4625	1.3255	113.928	148861	280764
0.4675	1.32652	113.543	149063	280929
0.4725	1.32667	113.427	149124	281012
0.4775	1.32669	113.395	149141	281039
0.4825	1.32671	113.388	149144	281042
0.4875	0.175181	113.388	149144	1.2707e+06
0.4925	0.175181	113.387	149144	1.2707e+06
0.4975	0.175181	113.387	149144	1.2707e+06
0.5025	0.175181	113.387	149144	1.2707e+06
0.5075	0.175182	113.389	149143	1.27069e+06
0.5125	0.175182	113.389	149142	1.27068e+06
0.5175	0.175183	113.388	149142	1.27067e+06
0.5225	0.175182	113.385	149141	1.27067e+06
0.5275	0.17518	113.378	149140	1.27067e+06
0.5325	0.175178	113.363	149137	1.27067e+06
0.5375	0.175172	113.329	149130	1.27065e+06
0.5425	0.175166	113.283	149122	1.27062e+06
0.5475	0.175161	113.255	149116	1.27061e+06
0.5525	0.175157	113.229	149112	1.2706e+06
0.5575	0.175151	113.19	149104	1.27058e+06
0.5625	0.175141	113.124	149091	1.27055e+06
0.5675	0.175122	113	149065	1.27046e+06
0.5725	0.175088	112.773	149018	1.27031e+06
0.5775	0.17503	112.386	148937	1.27004e+06
0.5825	0.174933	111.733	148801	1.26958e+06
0.5875	0.174766	110.6	148565	1.26878e+06
0.5925	0.174572	109.283	148291	1.26784e+06
0.5975	0.174461	108.53	148135	1.26731e+06
0.6025	0.174415	108.224	148071	1.2671e+06
0.6075	0.174398	108.112	148048	1.26703e+06
0.6125	0.17439	108.055	148037	1.26699e+06
0.6175	0.174384	108.018	148029	1.26697e+06
