x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.00125	1	-2	0.4	1	1	-2	0.4	1
0.00375	1	-2	0.4	1	1	-2	0.4	1
0.00625	1	-2	0.4	1	1	-2	0.4	1
0.00875	1	-2	0.4	1	1	-2	0.4	1
0.01125	1	-2	0.4	1	1	-2	0.4	1
0.01375	1	-2	0.4	1	1	-2	0.4	1
0.01625	1	-2	0.4	1	1	-2	0.4	1
0.01875	1	-2	0.4	1	1	-2	0.4	1
0.02125	1	-2	0.4	1	1	-2	0.4	1
0.02375	1	-2	0.4	1	1	-2	0.4	1
0.02625	1	-2	0.4	1	1	-2	0.4	1
0.02875	1	-2	0.4	1	1	-2	0.4	1
0.03125	1	-2	0.4	1	1	-2	0.4	1
0.03375	1	-2	0.4	1	1	-2	0.4	1
0.03625	1	-2	0.4	1	1	-2	0.4	1
0.03875	1	-2	0.4	1	1	-2	0.4	1
0.04125	1	-2	0.4	1	1	-2	0.4	1
0.04375	1	-2	0.4	1	1	-2	0.4	1
0.04625	1	-2	0.4	1	1	-2	0.4	1
0.04875	1	-2	0.4	1	1	-2	0.4	1
0.05125	1	-2	0.4	1	1	-2	0.4	1
0.05375	1	-2	0.4	1	1	-2	0.4	1
0.05625	1	-2	0.4	1	1	-2	0.4	1
0.05875	0.999999	-2	0.4	1	1	-2	0.4	1
0.06125	0.999997	-2	0.399998	0.999999	1	-2	0.4	1
0.06375	0.999988	-1.99999	0.399994	0.999995	1	-2	0.4	1
0.06625	0.999962	-1.99997	0.399979	0.999985	1	-2	0.4	1
0.06875	0.999887	-1.99992	0.399937	0.999955	1	-2	0.4	1
0.07125	0.999689	-1.99977	0.399826	0.999875	1	-2	0.4	1
0.07375	0.999197	-1.9994	0.399551	0.999679	1	-2	0.4	1
0.07625	0.998059	-1.99855	0.398913	0.999222	1	-2	0.4	1
0.07875	0.995434	-1.99657	0.397444	0.998168	1	-2	0.4	1
0.08125	0.990274	-1.99269	0.394562	0.996094	1	-2	0.4	1
0.08375	0.982217	-1.9866	0.390076	0.992847	1	-2	0.4	1
0.08625	0.971568	-1.97848	0.384171	0.988533	1	-2	0.4	1
0.08875	0.958904	-1.96874	0.377182	0.983366	0.9926	-1.99445	0.395862	0.997033
0.09125	0.944852	-1.95781	0.369469	0.977585	0.974287	-1.98056	0.385675	0.989634
0.09375	0.929934	-1.94605	0.361331	0.971388	0.956245	-1.96667	0.375714	0.982263
0.09625	0.91452	-1.93375	0.352976	0.964921	0.938471	-1.95278	0.365973	0.974919
0.09875	0.898835	-1.92106	0.344531	0.958272	0.920963	-1.93889	0.35645	0.967602
